Ngram,Frequency
"('feet', 'below', 'land')",1
"('below', 'land', 'surface')",1
"('land', 'surface', 'contains')",1
"('surface', 'contains', 'trichloroethylene')",1
"('contains', 'trichloroethylene', 'tce')",1
"('trichloroethylene', 'tce', 'investigation')",1
"('tce', 'investigation', 'management')",1
"('investigation', 'management', 'and')",1
"('management', 'and', 'cleanup')",1
"('and', 'cleanup', 'of')",1
"('cleanup', 'of', 'the')",1
"('of', 'the', 'groundwater')",1
"('the', 'groundwater', 'is')",1
"('groundwater', 'is', 'being')",1
"('is', 'being', 'conducted')",1
"('being', 'conducted', 'by')",1
"('conducted', 'by', 'the')",1
"('by', 'the', 'httpswwwdotstatealus')",1
"('the', 'httpswwwdotstatealus', 'alabama')",1
"('httpswwwdotstatealus', 'alabama', 'department')",1
"('of', 'transportation', 'aldot')",1
"('transportation', 'aldot', 'note')",1
"('aldot', 'note', 'added')",1
"('site', 'for', 'colorado')",1
"('for', 'colorado', 'note')",1
"('colorado', 'note', 'added')",1
"('colorado', 'lottery', 'note')",1
"('colorado', 'no', 'call')",1
"('no', 'call', 'program')",1
"('call', 'program', 'a')",1
"('program', 'a', 'private')",1
"('a', 'private', 'company')",1
"('private', 'company', 'data')",1
"('company', 'data', 'protection')",1
"('data', 'protection', 'group')",1
"('protection', 'group', 'operates')",1
"('group', 'operates', 'this')",1
"('operates', 'this', 'site')",1
"('this', 'site', 'under')",1
"('site', 'under', 'contract')",1
"('under', 'contract', 'with')",1
"('contract', 'with', 'the')",1
"('with', 'the', 'colorado')",1
"('the', 'colorado', 'public')",1
"('colorado', 'public', 'utilities')",1
"('upper', 'colorado', 'river')",1
"('colorado', 'river', 'endangered')",1
"('river', 'endangered', 'fish')",1
"('endangered', 'fish', 'recovery')",1
"('fish', 'recovery', 'program')",1
"('recovery', 'program', 'us')",1
"('program', 'us', 'fish')",1
"('us', 'fish', 'and')",1
"('and', 'wildlife', 'service')",1
"('wildlife', 'service', 'note')",1
"('north', 'carolina', 'dot')",1
"('carolina', 'dot', 'complete')",1
"('dot', 'complete', 'streets')",1
"('complete', 'streets', 'note')",1
"('streets', 'note', 'added')",1
"('correction', 'enterprises', 'north')",1
"('enterprises', 'north', 'carolina')",1
"('louisiana', 'crawfish', 'promotion')",1
"('crawfish', 'promotion', 'and')",1
"('promotion', 'and', 'research')",1
"('and', 'research', 'board')",1
"('research', 'board', 'lcprb')",1
"('board', 'lcprb', 'note')",1
"('lcprb', 'note', 'added')",1
"('georgia', 'superior', 'courts')",1
"('superior', 'courts', 'note')",1
"('connecticut', 'state', 'treasury')",1
"('state', 'treasury', 'unclaimed')",1
"('treasury', 'unclaimed', 'property')",1
"('unclaimed', 'property', 'owners')",1
"('property', 'owners', 'list')",1
"('owners', 'list', 'note')",1
"('list', 'note', 'added')",1
"('center', 'for', 'technology')",1
"('for', 'technology', 'at')",1
"('technology', 'at', 'the')",1
"('at', 'the', 'university')",1
"('the', 'university', 'at')",1
"('university', 'at', 'albany')",1
"('at', 'albany', 'state')",1
"('albany', 'state', 'university')",1
"('state', 'university', 'of')",1
"('university', 'of', 'new')",1
"('connecticut', 'lottery', 'note')",1
"('connecticut', 'state', 'library')",1
"('site', 'for', 'connecticut')",1
"('for', 'connecticut', 'note')",1
"('connecticut', 'note', 'added')",1
"('il', 'secretary', 'of')",1
"('delaware', 'national', 'guard')",1
"('division', 'of', 'employment')",1
"('of', 'employment', 'security')",1
"('employment', 'security', 'des')",1
"('security', 'des', 'nc')",1
"('des', 'nc', 'department')",1
"('of', 'commerce', 'ncc')",1
"('commerce', 'ncc', 'note')",1
"('ncc', 'note', 'added')",1
"('massachusetts', 'jobquest', 'massachusetts')",1
"('jobquest', 'massachusetts', 'deparment')",1
"('massachusetts', 'deparment', 'of')",1
"('deparment', 'of', 'career')",1
"('of', 'career', 'services')",1
"('career', 'services', 'note')",1
"('about', 'the', 'digital')",1
"('maine', 'repository', 'the')",1
"('repository', 'the', 'digital')",1
"('maine', 'repository', 'is')",1
"('repository', 'is', 'one')",1
"('is', 'one', 'of')",1
"('one', 'of', 'several')",1
"('of', 'several', 'services')",1
"('several', 'services', 'of')",1
"('services', 'of', 'the')",1
"('of', 'the', 'maine')",1
"('the', 'maine', 'state')",1
"('maine', 'state', 'library')",1
"('state', 'library', 'to')",1
"('library', 'to', 'facilitate')",1
"('to', 'facilitate', 'digitization')",1
"('facilitate', 'digitization', 'of')",1
"('digitization', 'of', 'and')",1
"('of', 'and', 'enhanced')",1
"('and', 'enhanced', 'access')",1
"('enhanced', 'access', 'to')",1
"('access', 'to', 'collections')",1
"('to', 'collections', 'related')",1
"('collections', 'related', 'to')",1
"('related', 'to', 'maine')",1
"('to', 'maine', 'history')",1
"('maine', 'history', 'genealogy')",1
"('history', 'genealogy', 'culture')",1
"('genealogy', 'culture', 'and')",1
"('culture', 'and', 'government')",1
"('and', 'government', 'the')",1
"('government', 'the', 'repository')",1
"('the', 'repository', 'was')",1
"('repository', 'was', 'designed')",1
"('was', 'designed', 'to')",1
"('designed', 'to', 'host')",1
"('to', 'host', 'a')",1
"('host', 'a', 'variety')",1
"('variety', 'of', 'media')",1
"('of', 'media', 'including')",1
"('media', 'including', 'books')",1
"('including', 'books', 'images')",1
"('books', 'images', 'maps')",1
"('images', 'maps', 'and')",1
"('maps', 'and', 'documents')",1
"('and', 'documents', 'as')",1
"('documents', 'as', 'well')",1
"('as', 'well', 'as')",1
"('well', 'as', 'audio')",1
"('as', 'audio', 'and')",1
"('audio', 'and', 'video')",1
"('and', 'video', 'collections')",1
"('video', 'collections', 'note')",1
"('collections', 'note', 'added')",1
"('site', 'for', 'ohio')",1
"('for', 'ohio', 'note')",1
"('site', 'for', 'south')",1
"('for', 'south', 'carolina')",1
"('south', 'carolina', 'note')",1
"('department', 'of', 'motor')",1
"('of', 'motor', 'vehicles')",1
"('motor', 'vehicles', 'note')",1
"('vehicles', 'note', 'added')",1
"('american', 'samoa', 'department')",1
"('samoa', 'department', 'of')",1
"('dept', 'of', 'revenue')",1
"('driving', 'corridor', 'planning')",1
"('corridor', 'planning', 'and')",1
"('planning', 'and', 'finance')",1
"('and', 'finance', 'study')",1
"('finance', 'study', 'website')",1
"('study', 'website', 'north')",1
"('website', 'north', 'carolina')",1
"('of', 'transportation', 'ncdot')",1
"('transportation', 'ncdot', 'note')",1
"('ncdot', 'note', 'added')",1
"('wisconsin', 'national', 'guard')",1
"('national', 'guard', 'drug')",1
"('guard', 'drug', 'control')",1
"('drug', 'control', 'program')",1
"('control', 'program', 'note')",1
"('myeatsmartmovemorecom', 'is', 'the')",1
"('is', 'the', 'consumer')",1
"('the', 'consumer', 'site')",1
"('consumer', 'site', 'and')",1
"('site', 'and', 'eatsmartmovemorenccom')",1
"('and', 'eatsmartmovemorenccom', 'is')",1
"('eatsmartmovemorenccom', 'is', 'the')",1
"('is', 'the', 'program')",1
"('the', 'program', 'site')",1
"('program', 'site', 'note')",1
"('educational', 'communications', 'board')",1
"('communications', 'board', 'of')",1
"('board', 'of', 'wi')",1
"('of', 'wi', 'note')",1
"('wi', 'note', 'added')",1
"('environmental', 'hearing', 'board')",1
"('hearing', 'board', 'state')",1
"('board', 'state', 'of')",1
"('state', 'of', 'pennsylvania')",1
"('environmental', 'health', 'officer')",1
"('health', 'officer', 'professional')",1
"('officer', 'professional', 'advisory')",1
"('professional', 'advisory', 'committee')",1
"('advisory', 'committee', 'note')",1
"('virginia', 'office', 'of')",1
"('the', 'state', 'longterm')",1
"('state', 'longterm', 'care')",1
"('longterm', 'care', 'ombudsman')",1
"('care', 'ombudsman', 'note')",1
"('ombudsman', 'note', 'added')",1
"('state', 'university', 'extensionenergy')",1
"('university', 'extensionenergy', 'program')",1
"('extensionenergy', 'program', 'note')",1
"('the', 'energy', 'section')",1
"('energy', 'section', 'in')",1
"('section', 'in', 'the')",1
"('in', 'the', 'division')",1
"('division', 'of', 'energy')",1
"('of', 'energy', 'mineral')",1
"('energy', 'mineral', 'and')",1
"('mineral', 'and', 'land')",1
"('and', 'land', 'resources')",1
"('land', 'resources', 'note')",1
"('illinois', 'office', 'of')",1
"('environmental', 'help', 'website')",1
"('help', 'website', 'of')",1
"('website', 'of', 'nc')",1
"('of', 'nc', 'note')",1
"('nebraska', 'environmental', 'trust')",1
"('environmental', 'trust', 'note')",1
"('this', 'is', 'a')",1
"('is', 'a', 'site')",1
"('a', 'site', 'of')",1
"('of', 'the', 'eastwest')",1
"('the', 'eastwest', 'gateway')",1
"('eastwest', 'gateway', 'council')",1
"('gateway', 'council', 'of')",1
"('council', 'of', 'government')",1
"('of', 'government', 'in')",1
"('government', 'in', 'the')",1
"('in', 'the', 'bistate')",1
"('the', 'bistate', 'st')",1
"('bistate', 'st', 'louis')",1
"('st', 'louis', 'area')",1
"('louis', 'area', 'note')",1
"('area', 'note', 'added')",1
"('executive', 'action', 'team')",1
"('action', 'team', 'exact')",1
"('team', 'exact', 'multilateral')",1
"('exact', 'multilateral', 'working')",1
"('multilateral', 'working', 'group')",1
"('working', 'group', 'on')",1
"('group', 'on', 'water')",1
"('on', 'water', 'resources')",1
"('site', 'for', 'washington')",1
"('for', 'washington', 'state')",1
"('washington', 'state', 'note')",1
"('site', 'for', 'georgia')",1
"('for', 'georgia', 'note')",1
"('georgia', 'note', 'added')",1
"('site', 'for', 'state')",1
"('state', 'of', 'minnesota')",1
"('of', 'minnesota', 'hosted')",1
"('minnesota', 'hosted', 'by')",1
"('hosted', 'by', 'explore')",1
"('by', 'explore', 'minnesota')",1
"('explore', 'minnesota', 'tourism')",1
"('minnesota', 'tourism', 'note')",1
"('virginia', 'cooperative', 'extension')",1
"('west', 'virginia', 'university')",1
"('virginia', 'university', 'extension')",1
"('iowa', 'state', 'university')",1
"('university', 'of', 'illinois')",1
"('of', 'illinois', 'extension')",1
"('illinois', 'extension', 'note')",1
"('oregon', 'state', 'university')",1
"('penn', 'state', 'extension')",1
"('state', 'extension', 'note')",1
"('purdue', 'indiana', 'cooperative')",1
"('indiana', 'cooperative', 'extension')",1
"('university', 'of', 'delaware')",1
"('of', 'delaware', 'cooperative')",1
"('delaware', 'cooperative', 'extension')",1
"('univ', 'of', 'maine')",1
"('of', 'maine', 'extension')",1
"('maine', 'extension', 'note')",1
"('university', 'of', 'minnesota')",1
"('of', 'minnesota', 'extension')",1
"('minnesota', 'extension', 'note')",1
"('univ', 'of', 'nh')",1
"('of', 'nh', 'note')",1
"('nh', 'note', 'added')",1
"('university', 'of', 'nebraskandashlincoln')",1
"('of', 'nebraskandashlincoln', 'extension')",1
"('nebraskandashlincoln', 'extension', 'note')",1
"('utah', 'state', 'university')",1
"('ok', 'state', 'family')",1
"('state', 'family', 'consumer')",1
"('family', 'consumer', 'website')",1
"('consumer', 'website', 'note')",1
"('of', 'women', 'the')",1
"('women', 'the', 'florida')",1
"('of', 'women', 'is')",1
"('women', 'is', 'a')",1
"('is', 'a', 'nonpartisan')",1
"('a', 'nonpartisan', 'board')",1
"('nonpartisan', 'board', 'statutorily')",1
"('board', 'statutorily', 'created')",1
"('statutorily', 'created', 'in')",1
"('created', 'in', 'consisting')",1
"('in', 'consisting', 'of')",1
"('consisting', 'of', 'appointed')",1
"('of', 'appointed', 'members')",1
"('appointed', 'members', 'the')",1
"('members', 'the', 'commission')",1
"('the', 'commission', 'is')",1
"('commission', 'is', 'administratively')",1
"('is', 'administratively', 'housed')",1
"('administratively', 'housed', 'in')",1
"('housed', 'in', 'the')",1
"('in', 'the', 'office')",1
"('sc', 'film', 'industry')",1
"('film', 'industry', 'note')",1
"('and', 'boat', 'commission')",1
"('boat', 'commission', 'pfbc')",1
"('commission', 'pfbc', 'note')",1
"('pfbc', 'note', 'added')",1
"('florida', 'lottery', 'note')",1
"('florida', 'courts', 'the')",1
"('courts', 'the', 'mission')",1
"('the', 'mission', 'of')",1
"('mission', 'of', 'the')",1
"('of', 'the', 'judicial')",1
"('the', 'judicial', 'branch')",1
"('judicial', 'branch', 'is')",1
"('branch', 'is', 'to')",1
"('is', 'to', 'protect')",1
"('to', 'protect', 'rights')",1
"('protect', 'rights', 'and')",1
"('rights', 'and', 'liberties')",1
"('and', 'liberties', 'uphold')",1
"('liberties', 'uphold', 'and')",1
"('uphold', 'and', 'interpret')",1
"('and', 'interpret', 'the')",1
"('interpret', 'the', 'law')",1
"('the', 'law', 'and')",1
"('law', 'and', 'provide')",1
"('and', 'provide', 'for')",1
"('provide', 'for', 'the')",1
"('for', 'the', 'peaceful')",1
"('the', 'peaceful', 'resolution')",1
"('peaceful', 'resolution', 'of')",1
"('resolution', 'of', 'disputes')",1
"('of', 'disputes', 'note')",1
"('disputes', 'note', 'added')",1
"('florida', 'governors', 'office')",1
"('governors', 'office', 'note')",1
"('office', 'of', 'financial')",1
"('of', 'financial', 'regulation')",1
"('financial', 'regulation', 'key')",1
"('regulation', 'key', 'function')",1
"('key', 'function', 'provides')",1
"('function', 'provides', 'regulatory')",1
"('provides', 'regulatory', 'oversight')",1
"('regulatory', 'oversight', 'for')",1
"('oversight', 'for', 'floridas')",1
"('for', 'floridas', 'financial')",1
"('floridas', 'financial', 'services')",1
"('financial', 'services', 'providers')",1
"('services', 'providers', 'mission')",1
"('providers', 'mission', 'to')",1
"('mission', 'to', 'protect')",1
"('to', 'protect', 'the')",1
"('protect', 'the', 'citizens')",1
"('the', 'citizens', 'of')",1
"('citizens', 'of', 'florida')",1
"('of', 'florida', 'promote')",1
"('florida', 'promote', 'a')",1
"('promote', 'a', 'safe')",1
"('a', 'safe', 'and')",1
"('safe', 'and', 'sound')",1
"('and', 'sound', 'financial')",1
"('sound', 'financial', 'marketplace')",1
"('financial', 'marketplace', 'and')",1
"('marketplace', 'and', 'contribute')",1
"('and', 'contribute', 'to')",1
"('contribute', 'to', 'the')",1
"('to', 'the', 'growth')",1
"('the', 'growth', 'of')",1
"('growth', 'of', 'floridas')",1
"('of', 'floridas', 'economy')",1
"('floridas', 'economy', 'with')",1
"('economy', 'with', 'smart')",1
"('with', 'smart', 'efficient')",1
"('smart', 'efficient', 'and')",1
"('efficient', 'and', 'effective')",1
"('and', 'effective', 'regulation')",1
"('effective', 'regulation', 'of')",1
"('regulation', 'of', 'the')",1
"('of', 'the', 'financial')",1
"('the', 'financial', 'services')",1
"('financial', 'services', 'industry')",1
"('services', 'industry', 'note')",1
"('office', 'of', 'insurance')",1
"('of', 'insurance', 'regulation')",1
"('insurance', 'regulation', 'to')",1
"('regulation', 'to', 'promote')",1
"('to', 'promote', 'a')",1
"('promote', 'a', 'stable')",1
"('a', 'stable', 'and')",1
"('stable', 'and', 'competitive')",1
"('and', 'competitive', 'insurance')",1
"('competitive', 'insurance', 'market')",1
"('insurance', 'market', 'for')",1
"('market', 'for', 'consumers')",1
"('for', 'consumers', 'note')",1
"('consumers', 'note', 'added')",1
"('florida', 'national', 'guard')",1
"('guard', 'counterdrug', 'n')",1
"('counterdrug', 'n', 'florida')",1
"('n', 'florida', 'counterdrup')",1
"('florida', 'counterdrup', 'program')",1
"('counterdrup', 'program', 'under')",1
"('program', 'under', 'this')",1
"('under', 'this', 'authority')",1
"('this', 'authority', 'our')",1
"('authority', 'our', 'office')",1
"('our', 'office', 'provides')",1
"('office', 'provides', 'oversight')",1
"('provides', 'oversight', 'of')",1
"('oversight', 'of', 'the')",1
"('of', 'the', 'flarng')",1
"('the', 'flarng', 'and')",1
"('flarng', 'and', 'flang')",1
"('and', 'flang', 'substance')",1
"('flang', 'substance', 'abuse')",1
"('substance', 'abuse', 'prevention')",1
"('abuse', 'prevention', 'programs')",1
"('prevention', 'programs', 'note')",1
"('florida', 'redistricting', 'website')",1
"('redistricting', 'website', 'house')",1
"('website', 'house', 'speaker')",1
"('house', 'speaker', 'will')",1
"('speaker', 'will', 'weatherford')",1
"('will', 'weatherford', 'and')",1
"('weatherford', 'and', 'senate')",1
"('and', 'senate', 'president')",1
"('senate', 'president', 'don')",1
"('president', 'don', 'gaetz')",1
"('don', 'gaetz', 'called')",1
"('gaetz', 'called', 'a')",1
"('called', 'a', 'special')",1
"('a', 'special', 'session')",1
"('special', 'session', 'from')",1
"('session', 'from', 'august')",1
"('from', 'august', 'to')",1
"('august', 'to', 'amend')",1
"('to', 'amend', 'congressional')",1
"('amend', 'congressional', 'districts')",1
"('districts', 'and', 'consistent')",1
"('and', 'consistent', 'with')",1
"('consistent', 'with', 'the')",1
"('with', 'the', 'final')",1
"('the', 'final', 'judgment')",1
"('final', 'judgment', 'issued')",1
"('judgment', 'issued', 'by')",1
"('issued', 'by', 'the')",1
"('by', 'the', 'circuit')",1
"('the', 'circuit', 'court')",1
"('circuit', 'court', 'in')",1
"('court', 'in', 'romo')",1
"('in', 'romo', 'v')",1
"('romo', 'v', 'detzner')",1
"('v', 'detzner', 'and')",1
"('detzner', 'and', 'to')",1
"('and', 'to', 'make')",1
"('to', 'make', 'conforming')",1
"('make', 'conforming', 'changes')",1
"('conforming', 'changes', 'to')",1
"('changes', 'to', 'districts')",1
"('to', 'districts', 'that')",1
"('districts', 'that', 'are')",1
"('that', 'are', 'a')",1
"('are', 'a', 'direct')",1
"('a', 'direct', 'result')",1
"('direct', 'result', 'of')",1
"('result', 'of', 'the')",1
"('of', 'the', 'changes')",1
"('the', 'changes', 'to')",1
"('changes', 'to', 'congressional')",1
"('to', 'congressional', 'districts')",1
"('districts', 'and', 'note')",1
"('and', 'note', 'added')",1
"('florida', 'environmental', 'public')",1
"('health', 'tracking', 'florida')",1
"('tracking', 'florida', 'department')",1
"('of', 'health', 'this')",1
"('health', 'this', 'web')",1
"('this', 'web', 'portal')",1
"('web', 'portal', 'was')",1
"('portal', 'was', 'supported')",1
"('was', 'supported', 'by')",1
"('supported', 'by', 'cooperative')",1
"('by', 'cooperative', 'agreement')",1
"('cooperative', 'agreement', 'number')",1
"('agreement', 'number', 'ueh')",1
"('number', 'ueh', 'from')",1
"('ueh', 'from', 'the')",1
"('from', 'the', 'centers')",1
"('and', 'prevention', 'its')",1
"('prevention', 'its', 'contents')",1
"('its', 'contents', 'are')",1
"('contents', 'are', 'solely')",1
"('are', 'solely', 'the')",1
"('solely', 'the', 'responsibility')",1
"('the', 'responsibility', 'of')",1
"('responsibility', 'of', 'the')",1
"('of', 'the', 'authors')",1
"('the', 'authors', 'fl')",1
"('authors', 'fl', 'tracking')",1
"('fl', 'tracking', 'team')",1
"('tracking', 'team', 'and')",1
"('team', 'and', 'do')",1
"('and', 'do', 'not')",1
"('do', 'not', 'necessarily')",1
"('not', 'necessarily', 'represent')",1
"('necessarily', 'represent', 'the')",1
"('represent', 'the', 'official')",1
"('the', 'official', 'views')",1
"('official', 'views', 'of')",1
"('views', 'of', 'the')",1
"('of', 'the', 'centers')",1
"('and', 'prevention', 'note')",1
"('prevention', 'note', 'added')",1
"('state', 'of', 'floridas')",1
"('of', 'floridas', 'unclaimed')",1
"('floridas', 'unclaimed', 'property')",1
"('unclaimed', 'property', 'florida')",1
"('property', 'florida', 'treasure')",1
"('florida', 'treasure', 'hunt')",1
"('treasure', 'hunt', 'note')",1
"('hunt', 'note', 'added')",1
"('florida', 'water', 'permiting')",1
"('water', 'permiting', 'portal')",1
"('permiting', 'portal', 'this')",1
"('portal', 'this', 'portal')",1
"('this', 'portal', 'provides')",1
"('portal', 'provides', 'links')",1
"('provides', 'links', 'to')",1
"('links', 'to', 'information')",1
"('to', 'information', 'about')",1
"('information', 'about', 'water')",1
"('about', 'water', 'resource')",1
"('water', 'resource', 'permitting')",1
"('resource', 'permitting', 'in')",1
"('permitting', 'in', 'florida')",1
"('in', 'florida', 'and')",1
"('florida', 'and', 'links')",1
"('and', 'links', 'to')",1
"('links', 'to', 'dep')",1
"('to', 'dep', 'and')",1
"('dep', 'and', 'the')",1
"('and', 'the', 'water')",1
"('the', 'water', 'management')",1
"('water', 'management', 'districts')",1
"('management', 'districts', 'to')",1
"('districts', 'to', 'n')",1
"('to', 'n', 'apply')",1
"('n', 'apply', 'for')",1
"('apply', 'for', 'permits')",1
"('for', 'permits', 'and')",1
"('permits', 'and', 'other')",1
"('and', 'other', 'authorizations')",1
"('other', 'authorizations', 'including')",1
"('authorizations', 'including', 'n')",1
"('including', 'n', 'environmental')",1
"('n', 'environmental', 'resource')",1
"('environmental', 'resource', 'permits')",1
"('resource', 'permits', 'and')",1
"('permits', 'and', 'authorizations')",1
"('and', 'authorizations', 'to')",1
"('authorizations', 'to', 'use')",1
"('to', 'use', 'stateowned')",1
"('use', 'stateowned', 'submerged')",1
"('stateowned', 'submerged', 'lands')",1
"('submerged', 'lands', 'where')",1
"('lands', 'where', 'applicable')",1
"('where', 'applicable', 'consumptive')",1
"('applicable', 'consumptive', 'and')",1
"('consumptive', 'and', 'water')",1
"('and', 'water', 'use')",1
"('water', 'use', 'permits')",1
"('use', 'permits', 'well')",1
"('permits', 'well', 'construction')",1
"('well', 'construction', 'permits')",1
"('construction', 'permits', 'works')",1
"('permits', 'works', 'of')",1
"('works', 'of', 'the')",1
"('of', 'the', 'district')",1
"('the', 'district', 'permits')",1
"('district', 'permits', 'note')",1
"('permits', 'note', 'added')",1
"('national', 'government', 'of')",1
"('of', 'the', 'federated')",1
"('the', 'federated', 'states')",1
"('federated', 'states', 'of')",1
"('states', 'of', 'micronesia')",1
"('of', 'micronesia', 'note')",1
"('micronesia', 'note', 'added')",1
"('georgia', 'national', 'guard')",1
"('state', 'of', 'georgia')",1
"('of', 'georgia', 'department')",1
"('georgia', 'department', 'of')",1
"('georgia', 'lottery', 'note')",1
"('ga', 'do', 'not')",1
"('do', 'not', 'call')",1
"('not', 'call', 'list')",1
"('call', 'list', 'ga')",1
"('list', 'ga', 'dept')",1
"('ga', 'dept', 'of')",1
"('dept', 'of', 'law')",1
"('of', 'law', 'consumer')",1
"('law', 'consumer', 'protection')",1
"('consumer', 'protection', 'unit')",1
"('protection', 'unit', 'note')",1
"('unit', 'note', 'added')",1
"('defense', 'force', 'note')",1
"('force', 'public', 'beta')",1
"('public', 'beta', 'domain')",1
"('beta', 'domain', 'crosslinked')",1
"('domain', 'crosslinked', 'with')",1
"('crosslinked', 'with', 'gasdfus')",1
"('with', 'gasdfus', 'email')",1
"('gasdfus', 'email', 'domain')",1
"('defense', 'force', 'email')",1
"('force', 'email', 'domain')",1
"('email', 'domain', 'referenced')",1
"('domain', 'referenced', 'on')",1
"('referenced', 'on', 'httpsdirectorydoasgagov')",1
"('on', 'httpsdirectorydoasgagov', 'not')",1
"('httpsdirectorydoasgagov', 'not', 'in')",1
"('not', 'in', 'use')",1
"('in', 'use', 'as')",1
"('use', 'as', 'a')",1
"('as', 'a', 'public')",1
"('a', 'public', 'website')",1
"('gear', 'up', 'mississippi')",1
"('up', 'mississippi', 'operates')",1
"('mississippi', 'operates', 'as')",1
"('operates', 'as', 'part')",1
"('as', 'part', 'of')",1
"('of', 'the', 'institutions')",1
"('the', 'institutions', 'of')",1
"('institutions', 'of', 'higher')",1
"('of', 'higher', 'learning')",1
"('higher', 'learning', 'office')",1
"('learning', 'office', 'of')",1
"('office', 'of', 'academic')",1
"('of', 'academic', 'and')",1
"('academic', 'and', 'student')",1
"('and', 'student', 'affairs')",1
"('student', 'affairs', 'in')",1
"('affairs', 'in', 'collaboration')",1
"('with', 'the', 'mississippi')",1
"('the', 'mississippi', 'department')",1
"('of', 'education', 'state')",1
"('education', 'state', 'board')",1
"('community', 'and', 'junior')",1
"('and', 'junior', 'colleges')",1
"('junior', 'colleges', 'and')",1
"('colleges', 'and', 'community')",1
"('and', 'community', 'and')",1
"('community', 'and', 'national')",1
"('and', 'national', 'partners')",1
"('national', 'partners', 'funding')",1
"('partners', 'funding', 'is')",1
"('funding', 'is', 'provided')",1
"('is', 'provided', 'by')",1
"('provided', 'by', 'the')",1
"('by', 'the', 'united')",1
"('united', 'states', 'department')",1
"('states', 'department', 'of')",1
"('lousiana', 'national', 'guard')",1
"('new', 'mexico', 'bureau')",1
"('mexico', 'bureau', 'of')",1
"('bureau', 'of', 'geology')",1
"('of', 'geology', 'mineral')",1
"('geology', 'mineral', 'resources')",1
"('mineral', 'resources', 'note')",1
"('the', 'georgia', 'civil')",1
"('georgia', 'civil', 'war')",1
"('civil', 'war', 'commission')",1
"('war', 'commission', 'note')",1
"('the', 'georgia', 'fiscal')",1
"('georgia', 'fiscal', 'management')",1
"('fiscal', 'management', 'council')",1
"('management', 'council', 'note')",1
"('georgia', 'trust', 'preservation')",1
"('trust', 'preservation', 'committee')",1
"('preservation', 'committee', 'note')",1
"('office', 'of', 'homeland')",1
"('and', 'emergency', 'preparedness')",1
"('emergency', 'preparedness', 'note')",1
"('preparedness', 'note', 'added')",1
"('oregon', 'student', 'access')",1
"('student', 'access', 'commission')",1
"('access', 'commission', 'note')",1
"('ga', 'national', 'fair')",1
"('national', 'fair', 'grounds')",1
"('fair', 'grounds', 'and')",1
"('grounds', 'and', 'agricenter')",1
"('and', 'agricenter', 'note')",1
"('agricenter', 'note', 'added')",1
"('georgia', 'commission', 'on')",1
"('commission', 'on', 'dispute')",1
"('on', 'dispute', 'resolution')",1
"('dispute', 'resolution', 'note')",1
"('resolution', 'note', 'added')",1
"('hawaii', 'tourism', 'authority')",1
"('tourism', 'authority', 'travel')",1
"('authority', 'travel', 'and')",1
"('site', 'for', 'hawaii')",1
"('for', 'hawaii', 'note')",1
"('hawaii', 'note', 'added')",1
"('and', 'boat', 'commissions')",1
"('boat', 'commissions', 'outdoor')",1
"('commissions', 'outdoor', 'shop')",1
"('outdoor', 'shop', 'note')",1
"('shop', 'note', 'added')",1
"('be', 'nc', 'agriculture')",1
"('nc', 'agriculture', 'goodness')",1
"('agriculture', 'goodness', 'grows')",1
"('goodness', 'grows', 'in')",1
"('grows', 'in', 'nc')",1
"('in', 'nc', 'north')",1
"('nc', 'north', 'carolina')",1
"('of', 'agriculture', 'consumer')",1
"('agriculture', 'consumer', 'services')",1
"('be', 'nc', 'festival')",1
"('nc', 'festival', 'a')",1
"('festival', 'a', 'production')",1
"('a', 'production', 'of')",1
"('production', 'of', 'the')",1
"('consumer', 'protection', 'division')",1
"('protection', 'division', 'of')",1
"('the', 'arkansas', 'attorney')",1
"('arkansas', 'attorney', 'generals')",1
"('attorney', 'generals', 'office')",1
"('generals', 'office', 'note')",1
"('governor', 'and', 'lt')",1
"('and', 'lt', 'governor')",1
"('lt', 'governor', 'commonwealth')",1
"('governor', 'commonwealth', 'of')",1
"('commonwealth', 'of', 'the')",1
"('of', 'the', 'northern')",1
"('mariana', 'islands', 'plus')",1
"('islands', 'plus', 'govmp')",1
"('plus', 'govmp', 'pattern')",1
"('govmp', 'pattern', 'for')",1
"('pattern', 'for', 'other')",1
"('for', 'other', 'government')",1
"('other', 'government', 'websites')",1
"('government', 'websites', 'note')",1
"('govpr', 'pattern', 'for')",1
"('pattern', 'for', 'several')",1
"('for', 'several', 'puerto')",1
"('several', 'puerto', 'rican')",1
"('puerto', 'rican', 'government')",1
"('rican', 'government', 'agencies')",1
"('government', 'agencies', 'such')",1
"('such', 'as', 'httpswwwgooglecomqsitegovpr')",1
"('as', 'httpswwwgooglecomqsitegovpr', 'note')",1
"('httpswwwgooglecomqsitegovpr', 'note', 'added')",1
"('govvi', 'pattern', 'for')",1
"('pattern', 'for', 'virgin')",1
"('for', 'virgin', 'island')",1
"('virgin', 'island', 'government')",1
"('island', 'government', 'sites')",1
"('government', 'sites', 'note')",1
"('virginia', 'correctional', 'enterprises')",1
"('correctional', 'enterprises', 'a')",1
"('enterprises', 'a', 'department')",1
"('a', 'department', 'of')",1
"('department', 'of', 'corrections')",1
"('of', 'corrections', 'work')",1
"('corrections', 'work', 'program')",1
"('work', 'program', 'to')",1
"('program', 'to', 'produce')",1
"('to', 'produce', 'goods')",1
